,faithfulness,naturalness,score,motion,motion_index,selected
4194,0.5099,0.5141,0.2621,A_person_applies_pressure_to_push_a_heavy_object,79,True
4195,0.5039,0.5201,0.2621,An_individual_completes_a_pirouette,85,True
4196,0.4338,0.6041,0.2621,A_person_pushes_an_object_that_is_hard_to_lift,90,True
4197,0.5425,0.4832,0.2621,A_person_moves_a_heavy_object_by_pushing,52,True
4198,0.6414,0.4087,0.2621,A_person_brings_their_right_arm_up_to_their_head,84,True
4199,0.5365,0.4885,0.2621,An_individual_brings_their_knee_close_to_their_chest,78,True
4200,0.5066,0.5175,0.2622,A_person_goes_up_into_the_air,26,True
4201,0.441,0.5946,0.2622,A_person_gives_a_round_of_applause,4,True
4202,0.4557,0.5754,0.2622,A_person_jumps_really_high,11,True
4203,0.5223,0.502,0.2622,An_individual_lifts_a_knee_up_to_their_chest,65,True
4204,0.5028,0.5217,0.2623,Someone_does_push-up_exercises,91,True
4205,0.4914,0.5338,0.2623,Someone_does_a_pirouette,44,True
4206,0.4563,0.5748,0.2623,An_individual_jumps_up_into_the_air,21,True
4207,0.4345,0.6037,0.2623,An_individual_rolls_forward_and_rises,33,True
4208,0.5956,0.4404,0.2623,A_person_bends_to_touch_their_toes_and_stands_again,30,True
4209,0.5087,0.5156,0.2623,An_individual_completes_a_pirouette,7,True
4210,0.4359,0.6017,0.2623,A_person_stretches_to_touch_their_toes_and_then_rises,96,True
4211,0.5781,0.4537,0.2623,Someone_brings_their_hands_together_to_clap,31,True
4212,0.5665,0.4631,0.2623,Someone_brings_their_hands_together_to_clap,32,True
4213,0.4494,0.5837,0.2623,An_individual_pushes_a_heavy_item,37,True
4214,0.4555,0.5759,0.2623,An_individual_pushes_a_heavy_item,70,True
4215,0.5034,0.5212,0.2624,A_person_reaches_for_their_toes_and_gets_back_up,17,True
4216,0.4486,0.5848,0.2624,An_individual_pushes_a_heavy_object,13,True
4217,0.5107,0.5141,0.2625,A_person_brings_their_knee_in_towards_their_chest,6,True
4218,0.4793,0.5477,0.2625,An_individual_tries_to_push_a_heavy_thing,21,True
4219,0.51,0.5148,0.2625,A_person_pulls_their_knee_up_to_their_chest,11,True
4220,0.5001,0.525,0.2625,An_individual_does_a_turning_pirouette,29,True
4221,0.5106,0.5141,0.2625,Someone_touches_their_toes_and_stands_back_up,23,True
4222,0.5837,0.4497,0.2625,Someone_brings_their_hands_together_to_clap,41,True
4223,0.5685,0.4618,0.2625,A_person_turns_around_in_a_pirouette,57,True
4224,0.5115,0.5132,0.2625,Someone_is_moving_a_bulky_object_by_pushing,8,True
4225,0.5448,0.4818,0.2625,A_person_bends_to_touch_their_toes_and_stands_again,89,True
4226,0.642,0.4091,0.2626,An_individual_brings_their_knee_close_to_their_chest,48,True
4227,0.5146,0.5104,0.2626,Someone_elevates_their_knee_to_their_chest,90,True
4228,0.6577,0.3992,0.2626,A_person_bends_to_touch_their_toes_and_stands_again,36,True
4229,0.4691,0.5597,0.2626,A_person_applies_pressure_to_push_a_heavy_object,63,True
4230,0.5359,0.4899,0.2626,An_individual_hops_up_high,83,True
4231,0.4658,0.5637,0.2626,Someone_does_push-up_exercises,48,True
4232,0.6129,0.4284,0.2626,Someone_brings_their_knee_up_to_their_chest,93,True
4233,0.4745,0.5537,0.2627,A_person_moves_a_heavy_object_by_pushing,32,True
4234,0.4735,0.5548,0.2627,An_individual_claps_in_celebration,91,True
4235,0.5122,0.513,0.2627,Someone_leaps_up_high,35,True
4236,0.4605,0.5705,0.2627,An_individual_pushes_a_heavy_item,4,True
4237,0.5321,0.4937,0.2627,An_individual_does_a_turning_pirouette,52,True
4238,0.4743,0.5539,0.2627,Someone_does_push-up_exercises,19,True
4239,0.5706,0.4604,0.2627,Someone_brings_their_hands_together_to_clap,94,True
4240,0.4784,0.5494,0.2628,Someone_makes_a_full_turn_in_a_pirouette,68,True
4241,0.5945,0.4421,0.2628,A_person_bends_to_touch_their_toes_and_stands_again,10,True
4242,0.6441,0.4083,0.2629,A_person_carries_out_push-ups,6,True
4243,0.5482,0.4796,0.2629,Someone_performs_a_pirouette,89,True
4244,0.5662,0.4643,0.2629,Someone_touches_their_toes_and_then_lifts_themselves_up,33,True
4245,0.4984,0.5276,0.2629,A_person_stretches_to_touch_their_toes_and_then_rises,26,True
4246,0.599,0.4388,0.2629,An_individual_engages_in_push-ups,69,True
4247,0.5053,0.5204,0.263,An_individual_dances_a_pirouette,14,True
4248,0.5645,0.466,0.263,Someone_does_a_quick_spin_in_a_pirouette,46,True
4249,0.6118,0.4299,0.263,Someone_bends_down_to_touch_their_toes_and_then_stands_up,12,True
4250,0.4014,0.6554,0.263,An_individual_rolls_forward_and_quickly_gets_up,79,True
4251,0.5922,0.4443,0.2631,Someone_leans_down_to_touch_their_toes_and_stands_back_up,77,True
4252,0.4589,0.5734,0.2631,An_individual_brings_their_knee_close_to_their_chest,45,True
4253,0.5506,0.4779,0.2631,Someone_shoves_a_weighty_object,45,True
4254,0.5687,0.4625,0.2631,Someone_positions_their_knee_at_chest_height,34,True
4255,0.4745,0.5547,0.2632,A_person_applies_pressure_to_push_a_heavy_object,54,True
4256,0.5086,0.5174,0.2632,Someone_performs_a_pirouette,50,True
4257,0.5086,0.5175,0.2632,A_person_performs_push-ups,46,True
4258,0.5069,0.5192,0.2632,Someone_leaps_up_high,47,True
4259,0.5621,0.4685,0.2633,A_person_brings_their_right_arm_up_to_their_head,26,True
4260,0.535,0.4922,0.2633,Someone_gestures_with_their_left_arm,18,True
4261,0.5482,0.4803,0.2633,Someone_makes_a_full_turn_in_a_pirouette,80,True
4262,0.5907,0.4458,0.2633,Someone_shoves_a_weighty_object,0,True
4263,0.5379,0.4896,0.2634,An_individual_does_a_turning_pirouette,53,True
4264,0.49,0.5375,0.2634,A_person_reaches_for_their_toes_and_gets_back_up,21,True
4265,0.5286,0.4982,0.2634,An_individual_puts_their_hands_together_to_clap,81,True
4266,0.4745,0.5552,0.2634,An_individual_dances_a_pirouette,33,True
4267,0.4601,0.5725,0.2634,Someone_does_a_pirouette,97,True
4268,0.5063,0.5204,0.2635,An_individual_rolls_forward_and_quickly_gets_up,41,True
4269,0.492,0.5358,0.2636,An_individual_pushes_something_heavy,22,True
4270,0.4694,0.5617,0.2636,A_person_reaches_for_their_toes_and_gets_back_up,25,True
4271,0.4885,0.5396,0.2636,Someone_is_moving_a_bulky_object_by_pushing,45,True
4272,0.4544,0.5801,0.2636,An_individual_goes_down_to_touch_their_toes_and_then_stands_back_up,31,True
4273,0.418,0.631,0.2637,Someone_is_moving_a_bulky_object_by_pushing,17,True
4274,0.4911,0.537,0.2637,An_individual_jumps_up_into_the_air,69,True
4275,0.4908,0.5373,0.2637,Someone_makes_a_full_turn_in_a_pirouette,13,True
4276,0.6875,0.3837,0.2638,Someone_waves_with_their_left_arm,97,True
4277,0.5335,0.4946,0.2638,A_person_stretches_to_touch_their_toes_and_then_rises,69,True
4278,0.5728,0.4604,0.2638,A_person_swings_their_left_arm_back_and_forth,69,True
4279,0.4583,0.5759,0.2639,A_person_claps,52,True
4280,0.6782,0.3892,0.2639,A_person_brings_their_knee_in_towards_their_chest,24,True
4281,0.508,0.5195,0.2639,An_individual_lifts_a_knee_up_to_their_chest,3,True
4282,0.476,0.5543,0.2639,Someone_touches_their_toes_and_stands_back_up,57,True
4283,0.4872,0.5417,0.2639,A_person_moves_their_right_arm_to_touch_their_head,39,True
4284,0.5639,0.468,0.2639,Someone_shoves_a_weighty_object,24,True
4285,0.5673,0.4654,0.264,An_individual_engages_in_push-ups,93,True
4286,0.5006,0.5274,0.264,A_person_jumps_straight_up,69,True
4287,0.4521,0.5839,0.264,An_individual_claps_in_celebration,58,True
4288,0.4835,0.5462,0.2641,Someone_rolls_in_a_forward_motion_and_stands_up,84,True
4289,0.4517,0.5846,0.2641,A_person_does_a_high_jump,85,True
4290,0.4697,0.5625,0.2642,A_person_swings_their_left_arm_back_and_forth,73,True
4291,0.4859,0.5439,0.2642,Someone_shoves_a_weighty_object,28,True
4292,0.4687,0.5638,0.2642,A_person_moves_a_heavy_object_by_pushing,42,True
4293,0.5268,0.5014,0.2642,Someone_leaps_up_high,93,True
4294,0.4653,0.5678,0.2642,A_person_does_a_forward_roll_and_gets_up,2,True
4295,0.4586,0.5763,0.2643,An_individual_makes_a_high_jump,18,True
4296,0.473,0.5588,0.2643,Someone_executes_a_pirouette,87,True
4297,0.5515,0.4793,0.2643,A_person_creates_a_clapping_noise_with_their_hands,78,True
4298,0.5588,0.4731,0.2644,A_person_goes_up_into_the_air,95,True
4299,0.5451,0.4851,0.2644,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,15,True
4300,0.634,0.417,0.2644,A_person_carries_out_push-ups,33,True
4301,0.6428,0.4113,0.2644,An_individual_goes_down_to_touch_their_toes_and_then_stands_back_up,22,True
4302,0.5008,0.528,0.2644,Someone_does_push-up_exercises,4,True
4303,0.4729,0.5594,0.2645,An_individual_dances_a_pirouette,17,True
4304,0.5502,0.4808,0.2645,A_person_performs_push-ups,35,True
4305,0.4664,0.567,0.2645,Someone_is_moving_a_bulky_object_by_pushing,51,True
4306,0.4684,0.5647,0.2645,Someone_does_push-up_exercises,15,True
4307,0.4928,0.537,0.2646,Someone_does_a_quick_spin_in_a_pirouette,78,True
4308,0.4818,0.5491,0.2646,A_person_applies_pressure_to_push_a_heavy_object,53,True
4309,0.5233,0.5056,0.2646,A_person_claps,96,True
4310,0.5616,0.4711,0.2646,An_individual_tries_to_push_a_heavy_thing,98,True
4311,0.5741,0.461,0.2646,A_person_performs_push-ups,78,True
4312,0.5183,0.5107,0.2647,Someone_pushes_off_the_ground_and_rises,93,True
4313,0.4823,0.5488,0.2647,An_individual_pushes_a_heavy_object,9,True
4314,0.5686,0.4656,0.2647,Someone_touches_their_toes_and_stands_back_up,1,True
4315,0.4856,0.5452,0.2647,A_person_moves_a_heavy_object_by_pushing,11,True
4316,0.5926,0.4467,0.2647,Someone_bends_down_to_touch_their_toes_and_then_stands_up,76,True
4317,0.4476,0.5917,0.2648,A_person_performs_a_clap,62,True
4318,0.5249,0.5045,0.2648,An_individual_pushes_a_heavy_object,52,True
4319,0.6228,0.4253,0.2648,A_person_rolls_ahead_and_gets_back_on_their_feet,82,True
4320,0.528,0.5015,0.2648,A_person_practices_push-ups,29,True
4321,0.4826,0.5488,0.2648,An_individual_lifts_a_knee_up_to_their_chest,42,True
4322,0.5754,0.4602,0.2648,Someone_positions_their_knee_at_chest_height,50,True
4323,0.503,0.5267,0.2649,Someone_elevates_their_knee_to_their_chest,95,True
4324,0.6059,0.4372,0.2649,Someone_positions_their_knee_at_chest_height,6,True
4325,0.5348,0.4953,0.2649,Someone_executes_a_pirouette,50,True
4326,0.4513,0.587,0.2649,Someone_shoves_a_weighty_object,69,True
4327,0.5548,0.4776,0.265,An_individual_lifts_a_knee_up_to_their_chest,54,True
4328,0.4847,0.5467,0.265,An_individual_makes_a_high_jump,65,True
4329,0.5099,0.5196,0.265,An_individual_brings_their_knee_close_to_their_chest,89,True
4330,0.4616,0.5742,0.2651,An_individual_rolls_forward_and_rises,39,True
4331,0.4232,0.6265,0.2651,Someone_is_moving_a_bulky_object_by_pushing,66,True
4332,0.5387,0.4922,0.2651,Someone_performs_a_forward_roll_and_then_stands,2,True
4333,0.5177,0.5123,0.2652,Someone_moves_forward_by_rolling_and_then_stands,26,True
4334,0.5814,0.4562,0.2652,A_person_swings_their_left_arm_back_and_forth,23,True
4335,0.5676,0.4674,0.2653,A_person_swings_their_left_arm_back_and_forth,8,True
4336,0.468,0.5669,0.2653,An_individual_rolls_forward_and_rises,19,True
4337,0.4803,0.5522,0.2653,An_individual_makes_a_high_jump,26,True
4338,0.4822,0.5501,0.2653,A_person_moves_a_heavy_object_by_pushing,27,True
4339,0.5004,0.5302,0.2653,An_individual_hops_up_high,6,True
4340,0.5146,0.5158,0.2654,An_individual_completes_a_pirouette,42,True
4341,0.5426,0.4891,0.2654,A_person_swings_their_left_arm_back_and_forth,71,True
4342,0.5204,0.51,0.2654,Someone_brings_their_hands_together_to_clap,96,True
4343,0.5269,0.5039,0.2655,Someone_elevates_their_knee_to_their_chest,12,True
4344,0.5948,0.4463,0.2655,Someone_positions_their_knee_at_chest_height,38,True
4345,0.5481,0.4844,0.2655,An_individual_raises_their_right_arm_to_make_contact_with_their_head,64,True
4346,0.5199,0.5108,0.2655,An_individual_completes_a_pirouette,84,True
4347,0.4518,0.5875,0.2655,A_person_jumps_really_high,61,True
4348,0.4553,0.5833,0.2656,A_person_rolls_forward_and_returns_to_a_standing_position,3,True
4349,0.5822,0.4563,0.2656,An_individual_rolls_forward_and_quickly_gets_up,4,True
4350,0.4698,0.5653,0.2656,An_individual_pushes_a_heavy_object,57,True
4351,0.5718,0.4648,0.2657,A_person_performs_push-ups,40,True
4352,0.5073,0.5238,0.2657,Someone_makes_a_full_turn_in_a_pirouette,46,True
4353,0.4808,0.5527,0.2657,Someone_pushes_a_large_object,2,True
4354,0.5257,0.5054,0.2657,A_person_performs_push-ups,15,True
4355,0.4492,0.5917,0.2658,An_individual_claps_in_celebration,63,True
4356,0.4957,0.5362,0.2658,An_individual_pushes_a_heavy_object,78,True
4357,0.5787,0.4594,0.2658,An_individual_raises_their_right_arm_to_make_contact_with_their_head,78,True
4358,0.4629,0.5741,0.2658,Someone_does_push-up_exercises,80,True
4359,0.5153,0.5158,0.2658,Someone_elevates_their_knee_to_their_chest,49,True
4360,0.5286,0.503,0.2659,Someone_rolls_in_a_forward_motion_and_stands_up,80,True
4361,0.5577,0.4768,0.2659,Someone_does_a_pirouette,64,True
4362,0.5325,0.4993,0.2659,A_person_reaches_for_their_toes_and_gets_back_up,86,True
4363,0.4701,0.566,0.266,A_person_goes_up_into_the_air,90,True
4364,0.5011,0.5308,0.266,Someone_performs_a_pirouette,28,True
4365,0.5772,0.4608,0.266,A_person_performs_push-ups,49,True
4366,0.534,0.4982,0.2661,Someone_positions_their_knee_at_chest_height,54,True
4367,0.5747,0.4631,0.2661,An_individual_does_a_turning_pirouette,49,True
4368,0.4823,0.5518,0.2661,A_person_jumps_really_high,60,True
4369,0.4719,0.5639,0.2661,Someone_makes_a_clapping_sound,54,True
4370,0.5741,0.4638,0.2662,Someone_brings_their_knee_up_to_their_chest,88,True
4371,0.4349,0.6121,0.2662,Someone_does_push-up_exercises,38,True
4372,0.4689,0.5676,0.2662,Someone_pushes_a_large_object,83,True
4373,0.5218,0.5103,0.2662,Someone_shoves_a_weighty_object,71,True
4374,0.4845,0.5496,0.2663,A_person_reaches_for_their_toes_and_gets_back_up,15,True
4375,0.5384,0.4946,0.2663,Someone_brings_their_knee_up_to_their_chest,73,True
4376,0.5091,0.5231,0.2663,Someone_brings_their_knee_up_to_their_chest,28,True
4377,0.5957,0.4471,0.2664,Someone_brings_their_hands_together_to_clap,35,True
4378,0.5371,0.4959,0.2664,An_individual_raises_their_right_arm_to_make_contact_with_their_head,20,True
4379,0.5151,0.5173,0.2664,Someone_does_a_quick_spin_in_a_pirouette,82,True
4380,0.5473,0.487,0.2665,A_person_moves_their_right_arm_to_touch_their_head,17,True
4381,0.449,0.5934,0.2665,Someone_is_moving_a_bulky_object_by_pushing,87,True
4382,0.5513,0.4834,0.2665,An_individual_does_a_turning_pirouette,11,True
4383,0.6094,0.4374,0.2666,A_person_does_a_forward_roll_and_gets_up,25,True
4384,0.4532,0.5884,0.2666,Someone_positions_their_knee_at_chest_height,91,True
4385,0.5025,0.5306,0.2666,An_individual_raises_their_right_arm_to_make_contact_with_their_head,71,True
4386,0.554,0.4812,0.2666,An_individual_brings_their_knee_close_to_their_chest,31,True
4387,0.5937,0.449,0.2666,Someone_leans_down_to_touch_their_toes_and_stands_back_up,45,True
4388,0.4005,0.6658,0.2667,A_person_does_a_high_jump,40,True
4389,0.5053,0.5279,0.2667,Someone_brings_their_knee_up_to_their_chest,31,True
4390,0.4709,0.5664,0.2667,Someone_pushes_a_large_object,82,True
4391,0.5611,0.4754,0.2667,Someone_rolls_forward_and_stands_up,27,True
4392,0.5238,0.5094,0.2668,Someone_brings_their_hands_together_to_clap,76,True
4393,0.4857,0.5493,0.2668,An_individual_brings_their_knee_close_to_their_chest,13,True
4394,0.468,0.5701,0.2668,Someone_does_push-up_exercises,50,True
4395,0.479,0.5571,0.2668,A_person_jumps_really_high,65,True
4396,0.4941,0.54,0.2668,Someone_shoves_a_weighty_object,62,True
4397,0.5371,0.4968,0.2668,A_person_turns_around_in_a_pirouette,87,True
4398,0.5069,0.5265,0.2669,An_individual_rolls_forward_and_quickly_gets_up,12,True
4399,0.515,0.5183,0.2669,Someone_performs_a_forward_roll_and_then_stands,12,True
4400,0.5433,0.4912,0.2669,An_individual_goes_down_to_touch_their_toes_and_then_stands_back_up,39,True
4401,0.5048,0.529,0.267,An_individual_tries_to_push_a_heavy_thing,95,True
4402,0.4371,0.6109,0.267,An_individual_pushes_a_heavy_item,27,True
4403,0.5494,0.4859,0.267,A_person_applies_pressure_to_push_a_heavy_object,18,True
4404,0.4638,0.5758,0.267,Someone_is_moving_a_bulky_object_by_pushing,82,True
4405,0.5011,0.5331,0.2671,An_individual_puts_their_hands_together_to_clap,59,True
4406,0.6009,0.4445,0.2671,Someone_performs_a_pirouette,10,True
4407,0.6306,0.4235,0.2671,A_person_bends_to_touch_their_toes_and_stands_again,69,True
4408,0.5407,0.4942,0.2672,Someone_leaps_up_high,87,True
4409,0.6096,0.4383,0.2672,An_individual_engages_in_push-ups,2,True
4410,0.5995,0.4459,0.2673,An_individual_does_a_turning_pirouette,38,True
4411,0.5059,0.5285,0.2673,A_person_pulls_their_knee_up_to_their_chest,92,True
4412,0.5064,0.528,0.2674,A_person_does_a_forward_roll_and_gets_up,42,True
4413,0.463,0.5775,0.2674,An_individual_exerts_force_on_a_heavy_object,51,True
4414,0.4653,0.5749,0.2675,An_individual_makes_a_high_jump,51,True
4415,0.4792,0.5585,0.2676,A_person_does_a_high_jump,52,True
4416,0.4962,0.5394,0.2676,A_person_does_a_forward_roll_and_gets_up,89,True
4417,0.516,0.5185,0.2676,A_person_claps,58,True
4418,0.5083,0.5265,0.2676,Someone_rolls_in_a_forward_motion_and_stands_up,16,True
4419,0.4919,0.5441,0.2676,Someone_is_moving_a_bulky_object_by_pushing,24,True
4420,0.5687,0.4706,0.2676,An_individual_touches_their_toes_and_returns_to_a_standing_position,31,True
4421,0.4605,0.5811,0.2676,An_individual_rolls_forward_and_rises,78,True
4422,0.5678,0.4715,0.2677,A_person_practices_push-ups,96,True
4423,0.5261,0.5089,0.2677,Someone_shoves_a_weighty_object,40,True
4424,0.4358,0.6143,0.2677,An_individual_claps_in_celebration,80,True
4425,0.5206,0.5141,0.2677,A_person_applies_pressure_to_push_a_heavy_object,78,True
4426,0.5528,0.4843,0.2677,A_person_pushes_an_object_that_is_hard_to_lift,95,True
4427,0.4238,0.6318,0.2677,A_person_performs_a_clap,40,True
4428,0.5264,0.5086,0.2678,Someone_elevates_their_knee_to_their_chest,13,True
4429,0.5103,0.5248,0.2678,Someone_rolls_forward_and_stands_up,64,True
4430,0.4654,0.5755,0.2678,A_person_does_a_forward_roll_and_gets_up,56,True
4431,0.6268,0.4272,0.2678,A_person_bends_to_touch_their_toes_and_stands_again,92,True
4432,0.5664,0.4731,0.2679,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,96,True
4433,0.4842,0.5533,0.2679,A_person_claps,48,True
4434,0.6161,0.4348,0.2679,Someone_bends_down_to_touch_their_toes_and_then_stands_up,82,True
4435,0.5376,0.4983,0.2679,Someone_shoves_a_weighty_object,16,True
4436,0.4571,0.5863,0.268,A_person_swings_their_left_arm_back_and_forth,38,True
4437,0.4954,0.5409,0.268,A_person_goes_up_into_the_air,68,True
4438,0.5164,0.5191,0.268,Someone_performs_a_forward_roll_and_then_stands,32,True
4439,0.641,0.4181,0.268,Someone_performs_a_pirouette,53,True
4440,0.498,0.5381,0.268,Someone_does_push-up_exercises,32,True
4441,0.4778,0.561,0.268,A_person_applies_pressure_to_push_a_heavy_object,64,True
4442,0.5407,0.4957,0.268,A_person_applies_pressure_to_push_a_heavy_object,76,True
4443,0.5064,0.5293,0.268,Someone_leaps_up_high,30,True
4444,0.4809,0.5572,0.268,A_person_moves_a_heavy_object_by_pushing,73,True
4445,0.4734,0.566,0.268,A_person_gives_a_round_of_applause,77,True
4446,0.4947,0.5417,0.268,A_person_brings_their_knee_in_towards_their_chest,81,True
4447,0.4386,0.6109,0.268,Someone_is_moving_a_bulky_object_by_pushing,39,True
4448,0.5858,0.4577,0.2681,A_person_rolls_ahead_and_gets_back_on_their_feet,9,True
4449,0.5312,0.5047,0.2681,Someone_touches_their_toes_and_then_lifts_themselves_up,8,True
4450,0.4903,0.5469,0.2681,A_person_does_a_forward_roll_and_gets_up,93,True
4451,0.5407,0.4958,0.2681,An_individual_makes_a_clapping_motion,93,True
4452,0.4849,0.553,0.2682,An_individual_jumps_up_into_the_air,27,True
4453,0.4932,0.5438,0.2682,A_person_pushes_an_object_that_is_hard_to_lift,60,True
4454,0.4537,0.5912,0.2682,Someone_does_push-up_exercises,40,True
4455,0.474,0.5658,0.2682,A_person_rolls_forward_and_returns_to_a_standing_position,71,True
4456,0.4867,0.5512,0.2682,Someone_elevates_their_knee_to_their_chest,92,True
4457,0.426,0.6296,0.2682,A_person_rolls_ahead_and_gets_back_on_their_feet,69,True
4458,0.4568,0.5874,0.2683,An_individual_brings_their_knee_close_to_their_chest,66,True
4459,0.5519,0.4861,0.2683,Someone_does_a_quick_spin_in_a_pirouette,65,True
4460,0.4414,0.6081,0.2684,A_person_gives_a_round_of_applause,70,True
4461,0.5722,0.4691,0.2684,An_individual_reaches_down_to_their_toes_and_stands_up_straight,33,True
4462,0.4835,0.5553,0.2685,A_person_claps_their_hands,90,True
4463,0.5081,0.5285,0.2685,Someone_does_push-up_exercises,74,True
4464,0.4352,0.6169,0.2685,An_individual_raises_a_knee_towards_their_chest,76,True
4465,0.4754,0.5649,0.2686,Someone_touches_their_toes_and_stands_back_up,34,True
4466,0.5208,0.5157,0.2686,Someone_shoves_a_weighty_object,97,True
4467,0.5341,0.5029,0.2686,A_person_does_a_forward_roll_and_gets_up,57,True
4468,0.5023,0.5347,0.2686,Someone_executes_a_pirouette,8,True
4469,0.5038,0.5332,0.2686,A_person_bends_their_leg_and_raises_their_knee_to_their_chest,36,True
4470,0.6412,0.4191,0.2687,A_person_brings_their_right_arm_up_to_their_head,45,True
4471,0.5261,0.5108,0.2687,Someone_pushes_off_the_ground_and_rises,5,True
4472,0.5,0.5374,0.2687,A_person_goes_up_into_the_air,60,True
4473,0.449,0.5983,0.2687,An_individual_pushes_a_heavy_item,43,True
4474,0.5086,0.5283,0.2687,Someone_pushes_off_the_ground_and_rises,26,True
4475,0.5921,0.4538,0.2687,An_individual_does_a_turning_pirouette,77,True
4476,0.4961,0.5415,0.2687,An_individual_pushes_something_heavy,61,True
4477,0.4433,0.6062,0.2687,An_individual_tumbles_forward_and_then_gets_up,78,True
4478,0.5829,0.4612,0.2688,An_individual_engages_in_push-ups,0,True
4479,0.6023,0.4462,0.2688,A_person_carries_out_push-ups,84,True
4480,0.4284,0.6274,0.2688,An_individual_pushes_a_heavy_item,56,True
4481,0.5793,0.4642,0.2689,A_person_performs_push-ups,74,True
4482,0.5075,0.5299,0.2689,A_person_claps_their_hands,20,True
4483,0.4454,0.6039,0.2689,An_individual_rolls_forward_and_rises,36,True
4484,0.4715,0.5702,0.2689,A_person_goes_up_into_the_air,34,True
4485,0.6016,0.4471,0.269,A_person_spins_in_a_pirouette,27,True
4486,0.5086,0.529,0.269,An_individual_exerts_force_on_a_heavy_object,64,True
4487,0.469,0.5737,0.269,A_person_goes_up_into_the_air,28,True
4488,0.5545,0.4853,0.2691,An_individual_brings_their_knee_close_to_their_chest,44,True
4489,0.5172,0.5203,0.2691,An_individual_tries_to_push_a_heavy_thing,14,True
4490,0.5905,0.4557,0.2691,A_person_practices_push-ups,69,True
4491,0.4876,0.5518,0.2691,Someone_does_a_pirouette,66,True
4492,0.4582,0.5873,0.2691,A_person_swings_their_left_arm_back_and_forth,95,True
4493,0.6112,0.4404,0.2691,Someone_reaches_up_with_their_right_arm_to_their_head,27,True
4494,0.495,0.5436,0.2691,Someone_shoves_a_weighty_object,53,True
4495,0.4896,0.5497,0.2691,Someone_positions_their_knee_at_chest_height,43,True
4496,0.6777,0.3971,0.2692,A_person_brings_their_knee_in_towards_their_chest,44,True
4497,0.4844,0.5557,0.2692,An_individual_pushes_something_heavy,74,True
4498,0.4353,0.6184,0.2692,An_individual_rolls_forward_and_rises,44,True
4499,0.4923,0.5467,0.2692,Someone_does_push-up_exercises,36,True
4500,0.5706,0.472,0.2693,Someone_touches_their_toes_and_then_lifts_themselves_up,5,True
4501,0.491,0.5486,0.2693,An_individual_pushes_a_heavy_object,42,True
4502,0.4953,0.5437,0.2693,Someone_does_push-up_exercises,45,True
4503,0.6679,0.4033,0.2694,Someone_positions_their_knee_at_chest_height,45,True
4504,0.5398,0.4992,0.2694,An_individual_does_a_turning_pirouette,74,True
4505,0.4691,0.5742,0.2694,Someone_pushes_a_large_object,66,True
4506,0.4805,0.5607,0.2694,Someone_rolls_in_a_forward_motion_and_stands_up,92,True
4507,0.5057,0.533,0.2695,A_person_goes_up_into_the_air,67,True
4508,0.4833,0.5577,0.2695,An_individual_rolls_forward_and_quickly_gets_up,70,True
4509,0.6059,0.4449,0.2695,A_person_brings_their_right_arm_up_to_their_head,58,True
4510,0.4962,0.5431,0.2695,Someone_executes_a_pirouette,47,True
4511,0.4355,0.6188,0.2695,Someone_does_push-up_exercises,58,True
4512,0.6112,0.4409,0.2695,Someone_reaches_up_with_their_right_arm_to_their_head,9,True
4513,0.5117,0.5267,0.2695,A_person_turns_around_in_a_pirouette,85,True
4514,0.5246,0.5137,0.2695,Someone_positions_their_knee_at_chest_height,66,True
4515,0.4791,0.5627,0.2696,A_person_goes_up_into_the_air,84,True
4516,0.6654,0.4052,0.2696,An_individual_waves_hello_with_their_left_arm,10,True
4517,0.4523,0.5961,0.2696,Someone_is_moving_a_bulky_object_by_pushing,48,True
4518,0.4752,0.5672,0.2696,A_person_goes_up_into_the_air,17,True
4519,0.4656,0.579,0.2696,A_person_moves_a_heavy_object_by_pushing,48,True
4520,0.5414,0.498,0.2696,Someone_does_a_quick_spin_in_a_pirouette,38,True
4521,0.4989,0.5407,0.2697,A_person_jumps_really_high,98,True
4522,0.494,0.5459,0.2697,A_person_moves_a_heavy_object_by_pushing,96,True
4523,0.4807,0.5612,0.2697,A_person_applies_pressure_to_push_a_heavy_object,46,True
4524,0.5722,0.4714,0.2697,Someone_makes_a_full_turn_in_a_pirouette,98,True
4525,0.4755,0.5673,0.2698,An_individual_puts_their_hands_together_to_clap,7,True
4526,0.4907,0.55,0.2699,Someone_executes_a_pirouette,7,True
4527,0.4762,0.5667,0.2699,An_individual_makes_a_high_jump,25,True
4528,0.4747,0.5686,0.2699,An_individual_claps_in_celebration,48,True
4529,0.5137,0.5254,0.2699,Someone_does_a_quick_spin_in_a_pirouette,29,True
4530,0.659,0.4096,0.27,A_person_turns_around_in_a_pirouette,65,True
4531,0.6073,0.4446,0.27,Someone_brings_their_hands_together_to_clap,18,True
4532,0.4686,0.5762,0.27,A_person_swings_their_left_arm_back_and_forth,97,True
4533,0.4793,0.5634,0.2701,An_individual_rolls_forward_and_rises,53,True
4534,0.4402,0.6136,0.2701,An_individual_pushes_a_heavy_item,9,True
4535,0.4977,0.5426,0.2701,Someone_applauds_by_clapping,26,True
4536,0.4505,0.5996,0.2701,An_individual_rolls_forward_and_rises,81,True
4537,0.4871,0.5547,0.2702,Someone_performs_a_pirouette,9,True
